1470,"Lucas, Ian",Labour,2014-15,oversees_visit,2014-02-17,1700.0,False,Donor: Information International,
1470,"Lucas, Ian",Labour,2014-15,oversees_visit,2014-07-04,3300.0,False,Donor: British University in Egypt,
1470,"Lucas, Ian",Labour,2014-15,oversees_visit,2014-08-28,1586.56,False,Donor: Australia Israel Cultural Exchange,
1470,"Lucas, Ian",Labour,2013-14,oversees_visit,2013-06-06,261.0,False,Donor: (1) The Government of Algeria; (2) International Hospitals Group,
1470,"Lucas, Ian",Labour,2013-14,oversees_visit,2013-06-25,1055.0,False,Donor: Christian Aid,
1470,"Lucas, Ian",Labour,2013-14,oversees_visit,2013-07-02,4000.0,False,"Donor: Kurdistan Regional Government, UK Representation",
1470,"Lucas, Ian",Labour,2013-14,oversees_visit,2013-11-25,3500.0,False,Donor: UAE Government,
1470,"Lucas, Ian",Labour,2012-13,oversees_visit,2012-05-22,1200.0,False,Donor: Sir Joseph Hotung Programme,
1470,"Lucas, Ian",Labour,2012-13,oversees_visit,2012-07-20,2000.0,False,"Donor: Moroccan Embassy in 
London",
1470,"Lucas, Ian",Labour,2011-12,oversees_visit,2010-12-21,1000.0,False,Donor: Labour Friends of Israel,
1470,"Lucas, Ian",Labour,2011-12,employment,2011-01-11,50.0,True,"Payment of £50 from Populus, 10 Northburgh Street, London EC1V 0AT, for opinion research.  Hours: 15 mins.  Payment donated to charity. (Registered 11 January 2011)",
1470,"Lucas, Ian",Labour,2011-12,oversees_visit,2010-10-07,260.0,False,Donor: Great Britain-China Centre,
1470,"Lucas, Ian",Labour,2011-12,oversees_visit,2010-12-21,1425.0,False,Donor: Christian Aid,
