373,"Davis, David",Conservative,2014-15,directorship,2014-02-18,16073.39,False,"Supervisory board member of Mansfeider Kupfer Und Messing GMBH, Lichtlöcherberg 40, 06333 Hettstedt, Germany; a German manufacturing company.  Anticipated remuneration, approximately £34,000 per annum.  Estimated hours: 6 days a year. (Registered 10 June 2013)","Payment of £16,073.39 for this role, received from Copper 1909 GMBH & Co. KG, Lichtlöcherberg 40, D-06333 Hettstedt, Germany.  Hours: 3 days. (Registered 18 February 2014)"
373,"Davis, David",Conservative,2014-15,directorship,2014-04-11,8068.27,False,"Supervisory board member of Mansfeider Kupfer Und Messing GMBH, Lichtlöcherberg 40, 06333 Hettstedt, Germany; a German manufacturing company.  Anticipated remuneration, approximately £34,000 per annum.  Estimated hours: 6 days a year. (Registered 10 June 2013)","Payment of £8,068.27 for this role, received from Copper 1909 GMBH & Co. KG, Lichtlöcherberg 40, D-06333 Hettstedt, Germany.  Hours: 3 days. (Registered 11 April 2014)"
373,"Davis, David",Conservative,2014-15,directorship,2014-07-31,7723.63,False,"Supervisory board member of Mansfeider Kupfer Und Messing GMBH, Lichtlöcherberg 40, 06333 Hettstedt, Germany; a German manufacturing company.  Anticipated remuneration, approximately £34,000 per annum.  Estimated hours: 6 days a year. (Registered 10 June 2013)","Payment of £7,723.63 for this role, received from Copper 1909 GMBH & Co. KG, Lichtlöcherberg 40, D-06333 Hettstedt, Germany.  Hours: 3 days. (Registered 31 July 2014)"
373,"Davis, David",Conservative,2014-15,directorship,2014-11-17,7727.72,False,"Supervisory board member of Mansfeider Kupfer Und Messing GMBH, Lichtlöcherberg 40, 06333 Hettstedt, Germany; a German manufacturing company.  Anticipated remuneration, approximately £34,000 per annum.  Estimated hours: 6 days a year. (Registered 10 June 2013)","Payment of £7,727.72 for this role, received from Copper 1909 GMBH & Co. KG, Lichtlöcherberg 40, D-06333 Hettstedt, Germany.  Hours: 3 days. (Registered 17 November 2014)"
373,"Davis, David",Conservative,2014-15,directorship,2014-12-02,15000.0,False,"Member of board of directors of Metriopharm AG, Bleichwerweig 45, 8002 Zurich; a Swiss pharmaceutical company. Anticipated remuneration approximately £13,165 per annum. Estimated hours: 16 hrs a year. (£10,001-£15,000). No payment yet received. (Registered 2 December 2014)",
373,"Davis, David",Conservative,2014-15,employment,2014-02-18,500.0,False,"Articles written for News International Group, News International Ltd, 1 Virginia Street, London E98 1XY.",Payment of £500 for article in the Times.  Hours: 3 hrs. (Registered 18 February 2014)
373,"Davis, David",Conservative,2014-15,employment,2014-04-28,300.0,False,"Articles written for News International Group, News International Ltd, 1 Virginia Street, London E98 1XY.",Payment of £300 for article in the Times.  Hours: 3 hrs. (Registered 28 April 2014)
373,"Davis, David",Conservative,2014-15,employment,2014-12-04,500.0,False,"Articles written for News International Group, News International Ltd, 1 Virginia Street, London E98 1XY.",Payment of £500 for article.  Hours: 3 hrs. (Registered 4 December 2014)
373,"Davis, David",Conservative,2014-15,employment,2014-12-04,500.0,False,"Articles written for News International Group, News International Ltd, 1 Virginia Street, London E98 1XY.",Payment of £500 for article.  Hours: 3 hrs. (Registered 4 December 2014)
373,"Davis, David",Conservative,2014-15,employment,2014-02-11,1200.0,False,"Articles written for Associated Newspapers Ltd.  Address: Northcliffe House, 2 Derry Street, Kensington, London W8 5TT:","Payment of £1,200, for article in the Mail on Sunday. Hours: 3hrs. (Registered 11 February 2014)"
