1458,"Osborne, George",Conservative,2011-12,oversees_visit,2011-01-17,2600.0,False,Donor: The City of New York,
1458,"Osborne, George",Conservative,2010-11,sponsorship,2010-03-01,60000.0,False,Donor: Deloitte LLP,
1458,"Osborne, George",Conservative,2010-11,sponsorship,2010-01-16,15000.0,False,Donor: Michael Hintze,
1458,"Osborne, George",Conservative,2010-11,sponsorship,2010-01-21,25000.0,False,Donor: Simon Robertson,
1458,"Osborne, George",Conservative,2010-11,gift,2009-10-06,1800.0,False,Donor: GQ Magazine,
1458,"Osborne, George",Conservative,2010-11,gift,2010-02-17,700.0,False,Donor: IPGL Ltd,
1458,"Osborne, George",Conservative,2010-11,gift,2010-02-24,3117.83,False,Donor: IPGL Limited,
1458,"Osborne, George",Conservative,2010-11,gift,2010-06-03,4500.0,False,Donor: Eastern Atlantic Helicopters Ltd,
1458,"Osborne, George",Conservative,2010-11,gift,2010-06-03,6765.0,False,Donor: Noble Foods,
1458,"Osborne, George",Conservative,2010-11,gift,2010-06-03,5380.0,False,Donor: Noble Foods,
1458,"Osborne, George",Conservative,2010-11,gift,2010-08-23,23000.0,False,Donor: Bloomberg Tradebook Europe Ltd,
1458,"Osborne, George",Conservative,2010-11,oversees_visit,2010-02-24,11785.68,False,Donor: World Economic Forum,
