id,list_name,party,session,type,date,value,donated_to_charity,description,sub_entry
103,"Beresford, Paul",Conservative,2014-15,employment,2013-10-10,14151.0,False,"Employed as part-time dental surgeon for Beresford Dental Practice Limited, 207 Upper Richmond Road, SW15 6SQ:","Fees paid to Beresford Dental Practice for 2012-13, giving net profits of £14,151.  I made no drawings from the company during the year. Hours: 400 hrs approx
.  (Registered 10 October 2013; updated 3 February 2014)"
103,"Beresford, Paul",Conservative,2014-15,employment,2014-12-16,6613.0,False,"Employed as part-time dental surgeon for Beresford Dental Practice Limited, 207 Upper Richmond Road, SW15 6SQ:","Fees paid to Beresford Dental Practice for 2013-14, giving net profits of £6,613.  I made no drawings from the company during the year. Hours: 400 hrs approx. (Registered 16 December 2014)"
103,"Beresford, Paul",Conservative,2014-15,employment,2014-06-24,700.0,False,"Costs of £700 to attend the FMC dental conference on 13 and 14 June 2014 were met by FMC, Hertford House, Farm Close, Shenley, Herts WD7 9AB, in lieu of payment for advice  and  editorial advice. Hours: 12 hrs. (Registered 24 June 2014)",
103,"Beresford, Paul",Conservative,2014-15,employment,2014-02-03,6000.0,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph Bldg, 138 Houndsditch, London EC3A 7AG. Remuneration of £1,000 a month for between 6 and 24 hours each month
.","January 2014, payment of £6,000 for the six months from April to September 2013. Hours: 48 hrs approx. (Registered 3 February 2014)"
103,"Beresford, Paul",Conservative,2014-15,employment,2014-04-09,4000.0,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph Bldg, 138 Houndsditch, London EC3A 7AG. Remuneration of £1,000 a month for between 6 and 24 hours each month
.","March 2014, payment of £4,000 for the four months from October 2013 to January 2014. Hours: 54 hrs approx. (Registered 9 April 2014)"
103,"Beresford, Paul",Conservative,2014-15,employment,2014-06-24,4000.0,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph Bldg, 138 Houndsditch, London EC3A 7AG. Remuneration of £1,000 a month for between 6 and 24 hours each month
.","June 2014, payment of £4,000 for the four months from February 2014 to May 2014. Hours: 54 hrs approx. (Registered 24 June 2014)"
103,"Beresford, Paul",Conservative,2014-15,employment,2014-12-16,5000.0,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph Bldg, 138 Houndsditch, London EC3A 7AG. Remuneration of £1,000 a month for between 6 and 24 hours each month
.","December 2014, payment of £5,000 for the five months to end November 2014. Hours: 70 hrs approx. (Registered 16 December 2014)"
103,"Beresford, Paul",Conservative,2011-12,employment,2011-01-17,156.0,False,Employed as part-time dental surgeon for Beresford Dental Practice Limited.,
103,"Beresford, Paul",Conservative,2013-14,employment,2013-10-10,42000.0,False,Employed as part-time dental surgeon for Beresford Dental Practice Limited.,"Gross fees to Beresford Dental Practice for 2012-13 were £120,430.48, which would give net earnings of approx £42,000.  I made no drawings from the company during the year. Hours: 400 hrs approx
.  (Registered 10 October 2013)"
103,"Beresford, Paul",Conservative,2013-14,employment,2013-06-25,625.0,False,Costs of £625 for attending the FMC dental conference on 7 & 8 June 2013 were met by,
103,"Beresford, Paul",Conservative,2013-14,employment,2013-01-29,3000.0,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph Bldg, 138 Houndsditch, London EC3A 7AG. Remuneration of £1,000 a month for between 6 and 24 hours each month
.","23 January 2013, payment of £3,000 for October, November and December 2012. Hours: 24 hrs in total.(Registered 29 January 2013)"
103,"Beresford, Paul",Conservative,2013-14,employment,2013-01-29,3000.0,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph","23 January 2013, payment of £3,000 for October, November and December 2012."
103,"Beresford, Paul",Conservative,2013-14,employment,2013-06-25,3000.0,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph","28 May 2013, payment of £3,000 for January, February and March 2013. Hours: 24 hrs in total. 
(Registered 25 June 2013)"
103,"Beresford, Paul",Conservative,2012-13,employment,2012-06-06,618.75,False,Employed as part-time dental surgeon for Beresford Dental Practice Limited.,
103,"Beresford, Paul",Conservative,2012-13,employment,2012-10-23,150.0,False,"September 2012, received payment of £150 from Ipsos MORI, 79-81 Borough Road, London SE1 1FY, for survey.  Hours: 1 hr.  Payment made direct to charity. (Registered 23 October 2012)",
