1387,"Mann, John",Labour,2014-15,employment,2014-01-31,200.0,False,"Payments received from Ipsos Mori, 79-81 Borough Road, London SE1 1FY, following the completion of surveys.   Payments made to Bassetlaw CLP:","8 January 2014, received £200.  Hours: 15 mins. (Registered 31 January 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-01-21,75.0,False,"Payments received from ComRes, Four Millbank, London SW1P 3JA, following the completion of surveys. Payment made to Bassetlaw CLP:","13 January 2014, received £75. Hours: 15 mins. (Registered 21 January 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-01-21,75.0,False,"Payments received from ComRes, Four Millbank, London SW1P 3JA, following the completion of surveys. Payment made to Bassetlaw CLP:","14 January 2014, received £75. Hours: 15 mins. (Registered 21 January 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-03-25,75.0,False,"Payments received from ComRes, Four Millbank, London SW1P 3JA, following the completion of surveys. Payment made to Bassetlaw CLP:","March 2014, received £75. Hours: 15 mins. (Registered 25 March 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-10-21,100.0,False,"Payments received from ComRes, Four Millbank, London SW1P 3JA, following the completion of surveys. Payment made to Bassetlaw CLP:","September 2014, received £100. Hours: 15 mins. (Registered 21 October 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-10-21,150.0,False,"Payments received from ComRes, Four Millbank, London SW1P 3JA, following the completion of surveys. Payment made to Bassetlaw CLP:","October 2014, received £150 for two surveys. Hours: 30 mins in total. (Registered 21 October 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-01-21,80.0,False,"Payments received from YouGov, 50 Featherstone St, London EC1Y 8RT following the completion of surveys. Payments made direct to Bassetlaw CLP:","13 December 2013, received £80. Hours: ours: 15 mins. (Registered 21 January 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-04-29,7500.0,False,"Payments received from Whitefox, @Work Hubs, 105a Euston Street, London NW1 2EW, on commission by the Pears Foundation, Clive House, 2 Old Brewery Mews, London NW3 1PZ, for preparation of a manuscript for a book.","Received £7,500. Hours: 60 hrs. (Registered 29 April 2014)"
1387,"Mann, John",Labour,2014-15,employment,2014-06-27,7500.0,False,"Payments received from Whitefox, @Work Hubs, 105a Euston Street, London NW1 2EW, on commission by the Pears Foundation, Clive House, 2 Old Brewery Mews, London NW3 1PZ, for preparation of a manuscript for a book.","Received £7,500 on 11 June 2014. No additional hours. (Registered 27 June 2014)"
1387,"Mann, John",Labour,2014-15,oversees_visit,2014-07-10,350.0,False,Donor: (1) Coventry Building Society; (2) British Outdoor Industries Association; (3) Berghaus,
1387,"Mann, John",Labour,2014-15,oversees_visit,2014-10-02,700.0,False,Donor: Parliamentary Committee Against Antisemitism Foundation (PCAA),
1387,"Mann, John",Labour,2014-15,oversees_visit,2014-10-07,3986.0,False,Donor: Inter-parliamentary Coalition for Combating Antisemitism (ICCA) Foundation,
1387,"Mann, John",Labour,2014-15,oversees_visit,2014-10-07,4063.0,False,Donor: Inter-parliamentary Coalition for Combating Antisemitism (ICCA) Foundation,
1387,"Mann, John",Labour,2014-15,oversees_visit,2014-11-21,600.0,False,Donor: Parliamentary Committee Against Antisemitism Foundation (PCAA),
1387,"Mann, John",Labour,2014-15,oversees_visit,2015-01-07,222.8,False,Donor: Parliamentary Committee Against Antisemitism Foundation (PCAA),
1387,"Mann, John",Labour,2013-14,employment,2013-10-18,200.0,False,"Payments received from Ipsos Mori, 79-81 Borough Road, London SE1 1FY, following the completion of surveys.   Payments made to Bassetlaw CLP:","5 September 2013, received  £200.  Hours: 15 mins. (Registered 18 October 2013)"
1387,"Mann, John",Labour,2013-14,employment,2013-03-11,75.0,False,"Payments received  from ComRes, Four Millbank, London SW1P 3JA,  following the completion of  surveys. Payment made to Bassetlaw CLP.","26 February 2013, received  £75.  Hours: 15 mins. (Registered 11 March 2013)"
1387,"Mann, John",Labour,2013-14,employment,2013-05-20,75.0,False,"Payments received  from ComRes, Four Millbank, London SW1P 3JA,  following the completion of  surveys. Payment made to Bassetlaw CLP.","16 May 2013, received  £75.    Hours: 15 mins (Registered 20 May 2013)"
1387,"Mann, John",Labour,2013-14,employment,2013-06-25,75.0,False,"Payments received  from ComRes, Four Millbank, London SW1P 3JA,  following the completion of  surveys. Payment made to Bassetlaw CLP.","7 June 2013, received £75. Hours: 15 mins (Registered 25 June 2013)"
1387,"Mann, John",Labour,2013-14,oversees_visit,2013-07-04,852.56,False,Donor: Israel Ministry of Foreign Affairs and Israeli Embassy London,
1387,"Mann, John",Labour,2013-14,oversees_visit,2013-08-20,2303.04,False,Donor: European Parliamentary Forum on Population and Development,
1387,"Mann, John",Labour,2012-13,employment,2013-01-09,150.0,False,"January 2013, received £150 from Ipsos Mori, 79-81 Borough Road, London SE1 1FY, following the completion of a survey.  Hours: 15 mins. Payment made to Bassetlaw CLP. (Registered 9 January 2013)",
1387,"Mann, John",Labour,2012-13,oversees_visit,2012-11-14,3400.0,False,"Donor: Ministry of Foreign Affairs, Vietnam",
1387,"Mann, John",Labour,2011-12,sponsorship,2010-05-26,30000.0,False,Donor: Parliamentary Committee Against Antisemitism Foundation,
1387,"Mann, John",Labour,2011-12,sponsorship,2011-12-21,30000.0,False,Donor: Parliamentary Committee Against Antisemitism Foundation,
1387,"Mann, John",Labour,2011-12,oversees_visit,2010-10-08,2062.0,False,Donor: Voluntary Service Overseas,
1387,"Mann, John",Labour,2011-12,oversees_visit,2011-12-20,2750.0,False,Donor:   Majlis As Shura - Shura Council of Kingdom Saudi Arabia,
1387,"Mann, John",Labour,2010-11,oversees_visit,2009-09-11,1821.96,False,Donor: Voluntary Service Overseas,
1387,"Mann, John",Labour,2010-11,oversees_visit,2009-11-12,1200.0,False,Donor: Israel-Britain Commonwealth Association,
