4077,"Reynolds, Emma",Labour,2014-15,sponsorship,2013-12-09,21453.49,False,"Donor: UCATT (Union of Construction, Allied Trades and Technicians)",
4077,"Reynolds, Emma",Labour,2014-15,gift,2014-02-11,1078.0,False,Donor: Franco-British Colloque,
4077,"Reynolds, Emma",Labour,2013-14,sponsorship,2013-12-09,21453.49,False,"Donor: UCATT (Union of Construction, Allied Trades and Technicians)",
4077,"Reynolds, Emma",Labour,2013-14,oversees_visit,2013-03-11,1086.0,False,Donor: ,
4077,"Reynolds, Emma",Labour,2013-14,oversees_visit,2013-06-10,916.0,False,"Donor: Liberation, French newspaper",
4077,"Reynolds, Emma",Labour,2013-14,oversees_visit,2013-06-10,844.0,False,Donor: Friedrich-Ebert Stiftung,
4077,"Reynolds, Emma",Labour,2013-14,oversees_visit,2013-07-31,898.0,False,Donor: Fondation Jean Jaures,
4077,"Reynolds, Emma",Labour,2013-14,oversees_visit,2013-11-12,808.0,False,Donor: British Council,
4077,"Reynolds, Emma",Labour,2012-13,oversees_visit,2012-05-18,765.0,False,Donor: Partito Democratico (Democratic Party of Italy),
4077,"Reynolds, Emma",Labour,2012-13,oversees_visit,2012-05-28,339.0,False,"Donor: (1) Chatham House; (2) Demos Europa; (3) Unia I Polska Fundacja, Warsaw",
4077,"Reynolds, Emma",Labour,2012-13,oversees_visit,2012-06-13,318.0,False,Donor: Europe House (Tbilisi based NGO),
4077,"Reynolds, Emma",Labour,2011-12,employment,2011-12-19,972.0,False,"1-3 December 2011, I attended and spoke at a conference in Rome on the Arab Spring and the future of progressive politics.  My flights to and from Rome, 2 nights hotel accommodation and refreshments during stay at a total cost of £972 were paid by Italianieuropei-Fondazione di cultura politica, Piazza Farnese 101, 00186 Rome.  Hours: 3 hrs. (Registered 19 December 2011)",
4077,"Reynolds, Emma",Labour,2011-12,oversees_visit,2010-10-11,3710.0,False,Donor: Great Britain China Centre,
4077,"Reynolds, Emma",Labour,2011-12,oversees_visit,2011-03-17,7444.62,False,Donor: Hong Kong Economic and Trade Office (HKETO),
4077,"Reynolds, Emma",Labour,2011-12,oversees_visit,2011-04-11,1040.0,False,Donor: Policy Network,
4077,"Reynolds, Emma",Labour,2011-12,oversees_visit,2011-07-01,3600.0,False,"Donor: Ministry of External Affairs, Republic of China (Taiwan)",
4077,"Reynolds, Emma",Labour,2011-12,oversees_visit,2011-07-19,3000.0,False,Donor: ,
4077,"Reynolds, Emma",Labour,2011-12,oversees_visit,2011-11-17,840.0,False,Donor: Terra Nova,
