id,list_name,party,session,type,date,value,donated_to_charity,description,sub_entry
44,"Amess, David",Conservative,2014-15,employment,2014-03-05,6000.0,False,"Parliamentary Adviser to the Caravan Club, East Grinstead House, East Grinstead, West Sussex RH19 1UA. (£5,001–£10,000)","Annual payment of £6,000. Hours: 100 hrs. (Registered 5 March 2014; updated 4 December 2014)"
44,"Amess, David",Conservative,2014-15,employment,2014-02-25,200.0,True,"Payment from Ipsos MORI, 79-81 Borough Road, London SE1 1FY, for completing annual survey.","Received on 27 January 2014, £200 for completion of annual survey. Payment donated to local charity. Hours: 1 hr. (Registered 25 February 2014)"
44,"Amess, David",Conservative,2014-15,oversees_visit,2014-03-12,5292.0,False,Donor: Ministry of Foreign Affairs (Saudi Arabia),
44,"Amess, David",Conservative,2014-15,oversees_visit,2014-06-13,2543.0,False,Donor: The European Azerbaijan Society,
44,"Amess, David",Conservative,2014-15,oversees_visit,2014-07-10,3300.0,False,Donor: British University in Egypt,
44,"Amess, David",Conservative,2014-15,oversees_visit,2014-11-26,1000.0,False,Donor: Government of Thailand,
44,"Amess, David",Conservative,2013-14,employment,2013-02-14,6000.0,False,"Parliamentary Adviser to the Caravan Club, East Grinstead House, East Grinstead, West Sussex RH19 1UA. (£5,001–£10,000)","Received on 8 January 2013, annual payment of £6,000 for expected commitment of 100 hrs in 2013. (Registered 14 February 2013)"
44,"Amess, David",Conservative,2012-13,employment,2012-06-25,6000.0,False,"Parliamentary Adviser to the Caravan Club, East Grinstead House, East Grinstead, West Sussex RH19 1UA. (£5,001–£10,000)","Received annual payment of £6,000.  Hours:  100 hrs. (Registered 25 June 2012)"
44,"Amess, David",Conservative,2011-12,employment,2011-05-10,6000.0,False,"Parliamentary Adviser to the Caravan Club, East Grinstead House, East Grinstead, West Sussex RH19 1UA. (£5,001–£10,000)","Received annual payment of £6,000 on 10 May 2011.  Hours:  100 hrs. (Registered 10 May 2011)"
44,"Amess, David",Conservative,2011-12,oversees_visit,2010-09-24,1404.37,False,Donor: Voluntary Service Organisation,
44,"Amess, David",Conservative,2011-12,oversees_visit,2010-10-07,4487.57,False,Donor: Iran Liberty Association,
44,"Amess, David",Conservative,2011-12,oversees_visit,2011-03-21,7752.29,False,Donor: Hong Kong Economic and Trade Office (HKETO),
44,"Amess, David",Conservative,2010-11,employment,2010-01-07,6000.0,False,"Parliamentary Adviser to the Caravan Club, East Grinstead House, East Grinstead, West Sussex RH19 1UA. (£5,001–£10,000)","Received annual payment of £6,000 on 21 December 2009.  Hours:  100 hrs. (Registered 7 January 2010)"
44,"Amess, David",Conservative,2010-11,oversees_visit,2009-09-15,5000.0,False,Donor: Maldives Government,
44,"Amess, David",Conservative,2010-11,oversees_visit,2010-06-15,5000.0,False,Donor: Qatar Government,
