id,list_name,party,session,type,date,value,donated_to_charity,description,sub_entry
3987,"Chishti, Rehman",Conservative,2014-15,employment,2013-11-14,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","23 October 2013, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total (Registered 14 November 2013; updated 6 February 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-02-04,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","10 January 2014, received £150. Hours: 1 hr, plus 2.5 hrs travel and 1 hr preparation; 4.5 hrs in total.    (Registered 4 February 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-02-04,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","22 January 2014, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total.   (Registered 4 February 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-03-06,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","14 February 2014, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total.   (Registered 6 March 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-03-06,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","28 February 2014, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total.   (Registered 6 March 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-04-16,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","26 March 2014, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total.   (Registered 16 April 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-05-22,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","16 May 2014, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total.   (Registered 22 May 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-06-10,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","25 April 2014, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total.   (Registered 10 June 2014)"
3987,"Chishti, Rehman",Conservative,2014-15,employment,2014-07-08,150.0,False,"Payments for press reviews from Sky News, BSkyB, 7 Centaurs Business Centre, Grant Way, Isleworth TW7 5QD:","17 June 2014, received £150. Hours: 1 hr, plus 3 hrs travel and 1 hr preparation; 5 hrs in total.   (Registered 8 July 2014)"
3987,"Chishti, Rehman",Conservative,2012-13,employment,2012-01-27,438.86,False,"Received on 20 January 2012, payment of £438.86 from London Probation Trust in respect of work done prior to the 2010 General Election. Address: Finance Department of 
London
 Probation Trust, 
71/73 Great Peter Street
, 
London
 
SW1P 2BN
 
(Registered 27 January 2012)",
