id,list_name,party,session,type,date,value,donated_to_charity,description,sub_entry
151,"Brake, Tom",Liberal Democrat,2014-15,sponsorship,2014-12-15,2464.0,False,Donor: John Drage,
151,"Brake, Tom",Liberal Democrat,2014-15,sponsorship,2014-12-15,2464.0,False,Donor: Elaine Drage,
151,"Brake, Tom",Liberal Democrat,2012-13,employment,2012-03-05,300.0,True,"Dods, Westminster Tower, 3 Albert Embankment, London, SE1 7SP.","March 2012, received £300 for 2 speeches made on 26 February 2010 and 22 March 2010.  Hours: 1.5 hrs.  Fees donated to my local constituency party. (Registered 5 March 2012)"
151,"Brake, Tom",Liberal Democrat,2012-13,employment,2012-03-14,150.0,True,"Dods, Westminster Tower, 3 Albert Embankment, London, SE1 7SP.","6 February 2012, received £150 for speech.  Hours: 1 hr.  Fee donated to my local constituency party.  (Registered 14 March 2012)"
151,"Brake, Tom",Liberal Democrat,2012-13,employment,2012-04-16,150.0,True,"Dods, Westminster Tower, 3 Albert Embankment, London, SE1 7SP.","13 March 2012, received £150 for speech.  Hours 1 hr.  Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 16 April 2012)"
151,"Brake, Tom",Liberal Democrat,2012-13,employment,2012-04-16,150.0,True,"Dods, Westminster Tower, 3 Albert Embankment, London, SE1 7SP.","26 March 2012, received £150 for speech.  Hours 1 hr.  Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 16 April 2012)"
151,"Brake, Tom",Liberal Democrat,2012-13,employment,2012-08-13,300.0,True,"Dods, Westminster Tower, 3 Albert Embankment, London, SE1 7SP.","9 August 2012, received £300 for speeches.  Hours: 2 hrs.  Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 13 August 2012)"
151,"Brake, Tom",Liberal Democrat,2012-13,employment,2012-01-15,75.0,True,"ComRes, 4 Millbank, London.","15 January 2012, received payment of £75 for survey.  Hours: 20 mins. Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 15 January 2012)"
151,"Brake, Tom",Liberal Democrat,2012-13,employment,2012-10-21,150.0,True,"Ipsos MORI, 79-81 Borough Road, London SE1 1FY:","12 October 2012, received payment of £150 for survey on 6 August 2012.  Hours: 1 hr.  Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 21 October 2012)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2010-10-07,50.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","1 September 2010, received payment of £50 for completing a survey. Hours: 30 mins. Fee donated to charity. (Registered 7 October 2010)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2010-12-24,50.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","16 December 2010, received payment of £50 for completing a survey.  Hours: 15 mins.  Fee donated to charity. (Registered 24 December 2010)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-04-14,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","18 March 2011, received payment of £75 for completing survey in February 2011.  Hours: 15 mins. Fee donated to charity. (Registered 14 April 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2010-09-01,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","31 August  2010, received payment of £150 for giving a speech.  Hours: 50 mins.  Fee donated to my local constituency party. (Registered 1 September 2010)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-02-23,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","22 February 2011, received payment of £150 for giving a speech.  Hours: 1 hr. Fee donated to my local constituency party. (Registered 23 February 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-03-27,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","3 March 2011, received £150 for giving a speech. Hours: 1 hr. Fee donated to my local constituency party. (Registered 27 March 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-03-27,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","23 March 2011, received £150 for giving a speech. Hours: 1 hr. Fee donated to my local constituency party. (Registered 27 March 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-07-01,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","30 March 2011, received £150 for giving a speech. Hours: 1 hr. Fee donated to my local constituency party. (Registered 1 July 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-07-01,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","10 May 2011, received £150 for giving a speech. Hours: 1 hr. Fee donated to my local constituency party. (Registered 1 July 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-07-01,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","14 June 2011, received £150 for giving a speech. Hours: 1 hr. Fee donated to my local constituency party. (Registered 1 July 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-10-06,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","6 September 2011, received £150 for giving a speech.  Hours: 1 hr. Fee donated to my local constituency party. (Registered 6 October 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-12-08,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","8 December 2011, received £150 for giving a speech.  Hours: 45 mins. Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 8 December 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2010-09-01,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","25 June 2010, received payment of £75 for completing an opinion poll.  Hours: 30 mins.  Fee donated to my local constituency party. (Registered 1 September 2010)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-02-07,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","30 November 2010, received payment of £75 for survey.  Hours: 30 mins.  Fee donated to my local constituency party. (Registered 7 February 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-02-24,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","20 January 2011, received payment of £75 for survey.  Hours: 30 mins.  Fee donated to my local constituency party. (Registered 24 February 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-03-27,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","21 March 2011, received payment of £75.00 for survey. Hours: 30 mins. Fee donated to my local constituency party. (Registered 27 March 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-07-30,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","17 June 2011, received payment of £75 for survey.  Hours: 30 mins.  Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 30 July 2011)"
151,"Brake, Tom",Liberal Democrat,2011-12,employment,2011-09-08,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","14 July 2011, received payment of £75 for survey.  Hours: 30 mins.  Fee donated to Carshalton and Wallington Liberal Democrat Development Fund. (Registered 8 September 2011)"
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2010-03-31,50.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","31 December 2009, received payment of £50 for completing a survey. Hours: 30 mins. Fee donated to charity. (Registered 31 March 2010)"
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2009-09-24,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.",Received payment of £150 for giving a speech. Hours: 1hr.  Fee donated to my local constituency Party. (Registered 24 September 2009)
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2009-09-24,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.",Received payment of £150 for giving a speech. Hours: 1hr.  Fee donated to my local constituency Party. (Registered 24 September 2009)
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2009-12-03,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.",Received payment of £150 for giving a speech. Hours: 1hr. Fee donated to my local constituency party. (Registered 3 December 2009)
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2010-03-31,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","5 February 2010, received payment of £150 for giving a speech. Hours: 1hr. Fee donated to my local constituency party. (Registered 31 March 2010)"
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2010-03-31,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","9 February 2010, received payment of £150 for giving a speech. Hours: 1hr. Fee donated to my local constituency party. (Registered 31 March 2010)"
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2010-05-25,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","23 March 2010, received payment of £150 for giving a speech.  Hours: 1 hr.  Fee donated to my local constituency party. (Registered 25 May 2010)"
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2010-09-01,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","31 August  2010, received payment of £150 for giving a speech.  Hours: 50 mins.  Fee donated to my local constituency party. (Registered1 September 2010)"
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2009-12-03,60.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.",Received payment of £60 for completing an opinion poll. Hours: 20 mins. Fee donated to my local constituency party. (Registered 3 December 2009)
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2010-03-31,150.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.",Received payment of £150 for completing a survey. Hours: 45 mins. Fee donated to my local constituency party. (Registered 31 March 2010)
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2009-12-03,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.",Received payment of £75 for completing an opinion poll. Hours: 30 mins. Fee donated to my local constituency party. (Registered 3 December 2009)
151,"Brake, Tom",Liberal Democrat,2010-11,employment,2010-03-31,75.0,True,"Populus, Northburgh House, 10 Northburgh Street, London. EC1V 0AT.","15 December 2009, received payment of £75 for completing an opinion poll. Hours: 30 mins. Fee donated to my local constituency party. (Registered 31 March 2010)"
